euSurfaceWaterBodyCode,cArea,cLength
FRDR10975,,25.18
FRDR10986,,8.596
FRDR11001,,9.14
FRDR11008,,11.561
FRDR11014,,21.72
FRDR11015,,9.377
FRDR11018,,7.567
FRDR11037,,8.008
FRDR11046,,7.826
FRDR11050,,5.653
FRDR11061,,10.147
FRDR11076,,41.088
FRDR11098,,15.97
FRDR11162,,38.533
FRDR11168,,6.345
FRDR11183,,13.347
FRDR11194,,66.977
FRDR11216,,12.852
FRDR11277,,5.631
FRDR11284,,1.408
FRDR11351,,8.172
FRDR11359,,37.834
FRDR11362,,5.582
FRDR11367,,3.736
FRDR11369,,14.16
FRDR11379,,8.425
FRDR1141B,,9.052
FRDR11440,,6.426
FRDR11449,,11.136
FRDR11458,,4.764
FRDR11465,,14.215
FRDR11487,,14.789
FRDR114A,,15.62
FRDR11503,,8.064
FRDR11509,,14.438
FRDR11559,,12.763
FRDR11588,,18.799
FRDR11599,,6.17
FRDR11622,,13.929
FRDR11640,,6.893
FRDR11643,,12.965
FRDR11654,,6.731
FRDR11670,,4.484
FRDR11691,,9.993
FRDR11698,,10.08
FRDR116B,,2.981
FRDR11741,,4.142
FRDR11744,,10.817
FRDR11764,,7.355
FRDR11773,,8.526
FRDR11802,,6.966
FRDR11828,,5.013
FRDR11834,,7.505
FRDR11854,,10.294
FRDR11877,,9.722
FRDR11904,,14.999
FRDR11914,,6.179
FRDR11936,,4.497
FRDR11937,,4.674
FRDR11952,,12.027
FRGR2119,,14.207
FRGR2144,,22.565
FRGR2176,,76.601
FRGR2182,,6.842
FRGR2193,,10.964
FRGR2217,,123.504
FRGR2235,,7.259
FRGT02,21.497,
FRGT06,13.862,
FRGT26,9.117,
FRGT27,13.952,
FRHL03,4.5,
FRHL60,0.678,
FRHR_C03-I6835400,,10.563
FRHR_C12-I3304000,,9.456
FRHR_T01-H5015000,,1.337
FRHR_T07-H6270650,,3.227
FRHR103-F4850600,,10.982
FRHR112,,18.989
FRHR113A-F5286000,,14.824
FRHR11B-F0851000,,6.319
FRHR122A-F5610600,,13.293
FRHR123-F5692000,,3.852
FRHR127-F5922000,,19.297
FRHR130B-F6134000,,7.11
FRHR133,,30.132
FRHR134,,30.201
FRHR137,,89.521
FRHR140-F6187000,,4.232
FRHR141,,8.512
FRHR143,,61.388
FRHR144-F6321000,,8.661
FRHR144-F6330600,,33.369
FRHR144-F6347000,,17.137
FRHR146-F6383000,,6.163
FRHR147-F6428000,,9.718
FRHR149-F6522000,,4.936
FRHR149-F6535000,,4.448
FRHR14-F1052200,,5.059
FRHR151-F6569000,,7.719
FRHR154B,,17.269
FRHR160,,18.994
FRHR162-G2052000,,4.828
FRHR165-G2211200,,1.221
FRHR166,,6.768
FRHR173-H0016000,,28.958
FRHR175,,56.26
FRHR179-H0104800,,5.892
FRHR183-H0183000,,7.999
FRHR184A,,14.824
FRHR186-H0313000,,6.211
FRHR190-H1051000,,7.266
FRHR196-H1136000,,4.421
FRHR199-H1252000,,21.75
FRHR19-F1202000,,11.447
FRHR1-F0003000,,5.979
FRHR20,,23.635
FRHR202A,,50.748
FRHR203-H1318000,,12.488
FRHR207,,15.125
FRHR208A,,54.592
FRHR208A-H1524000,,12.173
FRHR210,,39.381
FRHR211-H1684000,,13.767
FRHR216C-H2048000,,4.602
FRHR217A-H2030700,,2.379
FRHR225-H2142000,,11.832
FRHR228A-H2261000,,9.316
FRHR228A-H2271000,,9.226
FRHR228B-H2269400,,6.652
FRHR230B-H3080650,,6.726
FRHR231,,19.981
FRHR234-H3114000,,6.59
FRHR236A,,16.451
FRHR244-H4064000,,10.985
FRHR245,,19.218
FRHR248-H4121000,,5.957
FRHR250-H4157000,,6.358
FRHR251-H4179000,,19.154
FRDR10129,,10.49
FRDR10132,,5.519
FRDR10142,,40.71
FRDR10174,,5.37
FRDR10176,,12.477
FRDR10206,,4.358
FRDR10213,,6.243
FRDR10221,,11.463
FRDR10251A,,8.237
FRDR10258,,10.005
FRDR10268,,7.867
FRDR10281,,10.979
FRDR10452,,1.717
FRDR10454,,8.12
FRDR10503,,7.565
FRDR10519,,10.778
FRDR10526,,9.187
FRDR10535,,6.538
FRDR10551,,9.196
FRDR10563,,5.631
FRDR10565,,7.005
FRDR10566,,7.1
FRDR10578,,12.111
FRDR10582,,8.456
FRDR10598,,8.014
FRDR10658,,8.337
FRDR10672,,9.191
FRDR10681,,7.33
FRDR10714,,7.288
FRDR10744,,1.988
FRDR10749,,15.257
FRDR10759,,5.143
FRDR10791,,39.026
FRDR10837,,9.191
FRDR10857,,14.707
FRDR10893,,6.082
FRDR10911,,8.253
FRDR10916,,9.031
FRDR10930,,10.936
FRDR10970,,8.555
FRDR10981,,4.51
FRDR11003,,7.823
FRDR11013,,31.732
FRDR11016,,7.263
FRDR11028,,7.848
FRDR1107,,27.679
FRDR11097,,11.409
FRDR11103,,5.376
FRDR11107,,20.759
FRDR11122,,78.101
FRDR11126,,10.804
FRDR11139,,23.026
FRDR11177,,8.24
FRDR11222,,6.459
FRDR11262,,13.571
FRDR11273,,8.807
FRDR11283,,6.294
FRDR11320,,6.777
FRDR11334,,15.012
FRDR11352,,5.881
FRDR11411,,5.63
FRDR11419,,18.401
FRDR11436,,5.419
FRDR11441,,9.817
FRDR11450,,13.965
FRDR11464,,7.812
FRDR11486,,16.929
FRDR11534,,20.73
FRDR11552,,10.55
FRDR11564,,11.468
FRDR11567,,7.092
FRDR11577,,8.895
FRDR11611,,5.501
FRDR11618,,17.701
FRDR11628,,21.714
FRDR11629,,18.835
FRDR11648,,8.477
FRDR11711,,8.932
FRDR11719,,5.715
FRDR11770,,6.03
FRDR11776,,7.865
FRDR10377,,20.464
FRDR10435,,6.638
FRDR10486,,12.645
FRDR10494,,6.623
FRDR10499,,27.485
FRDR10530,,9.925
FRDR10558,,5.73
FRDR10567,,11.291
FRDR10576,,32.314
FRDR10602,,6.817
FRDR10648,,3.862
FRDR10669,,17.563
FRDR10677,,5.967
FRDR10700,,4.585
FRDR10701,,5.34
FRDR10735,,7.201
FRDR10768,,6.755
FRDR10769,,13.446
FRDR10785,,7.143
FRDR10826,,5.696
FRDR10832,,12.304
FRDR10846,,6.576
FRDR10850,,23.203
FRDR10860,,14.029
FRDR10887,,8.295
FRDR10901,,5.616
FRDR10928,,7.041
FRDR10943,,5.621
FRDR10964,,14.799
FRDR11009,,6.208
FRDR11024,,21.619
FRDR11033,,8.162
FRDR11064,,4.931
FRDR11083,,10.795
FRDR11087,,8.31
FRDR11089,,7.166
FRDR11094,,8.704
FRDR11123,,13.735
FRDR11133,,16.339
FRDR11155,,5.697
FRDR11171,,8.361
FRDR11209,,8.521
FRDR11225,,8.228
FRDR11233,,6.809
FRDR11235,,7.791
FRDR11254,,6.44
FRDR11274,,19.434
FRDR11287,,15.883
FRDR11292,,14.198
FRDR11302,,7.45
FRDR11337,,12.301
FRDR11343,,22.622
FRDR11373,,3.737
FRDR11387,,7.774
FRDR11397,,7.096
FRDR11445,,8.28
FRDR11446,,7.866
FRDR11451,,6.287
FRDR11495,,17.166
FRDR11502,,38.52
FRDR11533,,5.778
FRDR11538,,10.92
FRDR11561,,12.442
FRDR11563,,14.764
FRDR11585,,10.74
FRDR11598,,7.664
FRDR11657,,3.161
FRDR11685,,43.779
FRDR11696,,12.217
FRDR11702,,7.263
FRDR11720B,,4.535
FRDR11738,,11.925
FRDR11768,,6.834
FRDR118,,17.635
FRDR11824,,7.393
FRDR11841,,16.343
FRDR11843,,7.002
FRDR11846,,13.04
FRDR11849B,,10.949
FRDR11903,,14.347
FRCR21,,43.789
FRCR249,,57.023
FRCR266,,5.083
FRCR269,,7.832
FRCR298,,5.895
FRCR346,,5.069
FRCR353,,14.24
FRCR397,,5.609
FRCR409,,10.26
FRCR417,,75.284
FRCR419,,15.038
FRCR425,,3.545
FRCR433,,15.493
FRCR441,,6.988
FRCR445,,27.553
FRCR446,,30.743
FRCR451,,11.664
FRCR459,,53.128
FRCR62,,14.308
FRCR702,,4.777
FRCR717,,7.031
FRDC09C,11.522,
FRDL10,0.673,
FRDL106,21.979,
FRDL14,0.764,
FRDL67,0.257,
FRDL79,0.968,
FRDR10010,,13.275
FRDR10025,,7.655
FRDR10042,,4.677
FRDR10055,,11.928
FRDR10063,,6.965
FRDR10065A,,16.672
FRDR10072,,8.944
FRDR10079,,17.421
FRDR10080,,8.818
FRDR10082,,2.596
FRDR10099,,10.941
FRDR10107,,9.687
FRDR10110,,18.465
FRDR10114,,10.431
FRDR10150,,6.151
FRDR10152,,6.756
FRDR10175,,10
FRDR10178,,7.031
FRDR10182,,8.975
FRDR10188,,24.017
FRDR10215,,17.824
FRDR10255B,,6.869
FRDR10282B,,13.877
FRDR10315,,34.927
FRDR10320,,9.606
FRDR10327,,6.246
FRDR10366,,6.892
FRDR10371,,15.833
FRDR10376,,14.94
FRDR10380,,5.985
FRDR10395,,17.38
FRDR10412,,5.699
FRDR10455,,8.687
FRDR10456,,3.516
FRDR10460,,6.817
FRDR10472,,19.55
FRDR10502,,12.539
FRDR10505,,8.043
FRDR10544,,4.251
FRDR10561,,9.605
FRDR10584,,7.294
FRDR10585,,14.808
FRDR10607,,11.809
FRDR10618,,6.937
FRDR10623,,12.067
FRDR10634,,6.348
FRDR10650,,11.194
FRDR10657,,8.343
FRDR10659,,8.822
FRDR10690,,5.97
FRDR10702,,27.581
FRDR10720,,6.338
FRDR10756,,18.874
FRDR10760,,7.88
FRDR10789,,32.396
FRDR10799,,17.737
FRHR57-F3231200,,7.095
FRHR61A-F3301500,,4.795
FRHR63-F3361000,,7.114
FRHR63-F3367000,,6.911
FRHR66,,47.55
FRHR70A,,94.27
FRHR70A-F3542000,,21.014
FRHR72A-F3555000,,8.169
FRHR74A-F4107000,,14.536
FRHR77,,44.292
FRHR79-F4162000,,22.988
FRHR88A-F4379001,,4.439
FRHR89-F4383000,,6.426
FRHT07,0.565,
FRIR45,,5.871
FRJR120,,8.755
FRKR0026,,4.965
FRKR0074,,14.636
FRKR0078,,27.923
FRKR0138,,14.259
FRKR0161,,9.55
FRKR0162,,11.384
FRKR0247,,4.283
FRKR0376,,26.957
FRKR0410,,32.183
FRKR0415,,7.087
FRKR0423,,11.704
FRKR0437,,17.093
FRKR0450,,5.418
FRKR0453,,9.525
FRKR1044,,6.674
FRKR1127,,10.794
FRKR1152,,12.079
FRKR1162,,14.291
FRKR1170,,39.856
FRKR1173,,59.045
FRKR1200,,18.582
FRKR1203,,6.754
FRKR1214,,7.442
FRKR2018,,32.945
FRKR3019,,5.429
FRKR3049,,35.923
FRKR3087,,60.806
FRKR3094,,20.971
FRKR4026,,22.703
FRKR4032,,14.575
FRKR4033,,25.668
FRKR4045,,15.657
FRKR4056,,28.204
FRKR4082,,16.549
FRKR4092,,13.333
FRKR4100,,50.676
FRKR4111,,5.65
FRKR4136,,7.408
FRKR4144,,18.624
FRKR4149,,7.305
FRKR4159,,5.192
FRKR4160,,9.085
FRKR5052,,9.29
FRKR5091,,6.505
FRKR5098,,7.743
FRKR5103,,36.885
FRKR5107,,24.423
FRKR5175,,8.822
FRKR6006,,13.724
FRKR6033,,3.934
FRKR8022,,13.311
FRLR09,,57.705
FRMC11,19.589,
FRAL03,0.516,
FRAR29,,24.947
FRAT01,40.031,
FRB1L34,0.772,
FRB1R471,,30.808
FRB1R492,,53.437
FRB1R497,,8.942
FRB1R500,,9.851
FRB1R511,,19.827
FRB1R527,,9.492
FRB1R528,,11.06
FRB1R529,,21.206
FRB1R539,,4.782
FRB1R561,,6.472
FRB1R563,,6.233
FRB1R566,,9.843
FRB1R584,,12.252
FRB1R587,,17.053
FRB1R723,,71.285
FRB2R39,,25.072
FRCR106,,54.495
FRCR129,,9.199
FRCR130,,14.316
FRCR145,,42.092
FRCR164,,23.11
FRCR187,,6.574
FRCR220,,5.168
FRCR221,,5.953
FRCR225,,29.545
FRCR233,,18.64
FRCR234,,10.156
FRCR254,,12.711
FRCR264,,5.844
FRCR265,,5.187
FRCR29,,9.418
FRCR302,,5.6
FRCR315,,18.999
FRCR318,,9.473
FRCR325,,6.597
FRCR334,,59.494
FRCR337,,14.378
FRCR382,,78.191
FRCR383,,109.1
FRCR388,,20.119
FRCR392,,7.868
FRCR398,,24.773
FRCR401,,10.942
FRCR402,,17.392
FRCR407,,16.598
FRCR47,,5.795
FRCR78,,39.507
FRCR8,,60.142
FRCR82,,17.832
FRCR93,,4.643
FRCR99,,5.489
FRDR11791,,10.209
FRDR11796,,12.903
FRDR11803,,15.882
FRDR11818,,9.125
FRDR11826,,8.583
FRDR11849A,,12.536
FRDR11861,,19.636
FRDR11875,,3.884
FRDR11879,,7.789
FRDR11888,,36.461
FRDR11898,,7.324
FRDR11910,,17.202
FRDR11921,,17.878
FRDR11927,,11.286
FRDR11948,,42.275
FRDR12035,,5.381
FRDR12037,,7.096
FRDR12061,,10.917
FRDR12084,,9.449
FRDR12097,,25.678
FRDR12112,,8.864
FRDR12125,,10.049
FRDR142,,16.534
FRDR145,,28.821
FRDR1469,,18.267
FRDR174,,27.099
FRDR1806B,,92.567
FRDR1808,,65.121
FRDR192B,,25.678
FRDR193,,4.668
FRDR2005A,,18.417
FRDR2006A,,11.795
FRDR2007,,124.805
FRDR206,,8.224
FRDR208,,40.423
FRDR210,,14.588
FRDR3108B,,65.475
FRDR3110,,36.836
FRDR353C,,16.539
FRDR367A,,19.511
FRDR385,,16.627
FRDR406A,,28.662
FRDR406B,,8.221
FRDR503,,21.57
FRDR506A,,20.543
FRDR522B,,12.753
FRDR527B,,16.345
FRDR548,,8.752
FRDR566A,,20.607
FRDR569A,,28.832
FRDR582,,40.828
FRDR594,,12.995
FRDR608,,29.382
FRDR661,,50.48
FRDR672,,45.873
FRDR690,,31.485
FRDR93B,,10.028
FRDR954,,20.114
FRDR986A,,22.947
FRDT05B,1,
FRDT14C,2.949,
FREC04AC,724.49,
FRER10088,,13.313
FRER10153,,10.424
FRER10298,,6.177
FRER10341,,6.121
FRER10591,,6.099
FRER10608,,10.491
FRER10679,,11.81
FRER11404,,9.007
FRER11513,,9.376
FRER11570,,7.478
FRER11742,,25.439
FRER11829,,8.828
FRER11886,,9.783
FRER12,,32.418
FRER12017,,5.488
FRER9A,,9.228
FRFL10,0.56,
FRFL14,0.858,
FRFL29,1.829,
FRFL6,0.571,
FRFL85,0.637,
FRFL90,5.464,
FRCR466,,6.413
FRCR51,,14.702
FRCR69,,22.572
FRCR96,,9.086
FRDC04,146.999,
FRDC08B,26.575,
FRDL115,0.875,
FRDL118,0.512,
FRDL27,0.479,
FRDL3,1.02,
FRDL42,2.38,
FRDL44,2.269,
FRDL6,1.192,
FRDL61,5.165,
FRDL7,0.69,
FRDL75,0.666,
FRDL76,0.371,
FRDL92,1.669,
FRDL94,0.126,
FRDR10007,,6.498
FRDR10047,,14.046
FRDR10049,,7.247
FRDR10094,,7.771
FRDR10108,,9.109
FRDR10113,,14.833
FRDR10121,,27.041
FRDR10134,,11.738
FRDR10139,,71.978
FRDR10179,,8.824
FRDR10181,,1.129
FRDR10238,,14.972
FRDR10242,,12.159
FRDR10244,,7.165
FRDR10253,,5.211
FRDR10278,,9.149
FRDR10311,,11.813
FRDR10337,,3.31
FRDR10347,,3.673
FRDR10359,,8.408
FRDR10411,,5.297
FRDR10448,,13.368
FRDR10480,,6.782
FRDR10506,,6.795
FRDR10521,,7.097
FRDR10574,,7.175
FRDR10597,,4.328
FRDR10604,,9.493
FRDR10612,,11.114
FRDR10628,,22.107
FRDR10640,,12.731
FRDR10646,,8.486
FRDR10671,,10.625
FRDR10688,,10.557
FRDR10699,,10.968
FRDR10705,,9.437
FRDR10757,,14.356
FRDR10764,,6.214
FRDR10767,,6.111
FRDR10773,,6.009
FRDR10814,,13.849
FRDR10821,,13.694
FRDR10831,,1.06
FRDR10849,,9.118
FRDR10852,,23.288
FRDR10873,,12.253
FRDR10880,,12.29
FRDR10921,,7.734
FRDR10937,,4.674
FRDR10944,,4.542
FRDR10954,,4.38
FRDR10977,,9.389
FRDR10982,,7.981
FRDR10992A,,33.466
FRDR10997D,,9.269
FRDR11011,,8.446
FRDR11029,,5.366
FRDR11060,,7.089
FRDR11074,,25.037
FRDR11077,,6.017
FRDR11100,,7.598
FRDR11140,,11.666
FRDR11156,,4.765
FRDR11161,,13.721
FRAC03,25.104,
FRAR27,,36.537
FRAR33,,50.43
FRAT03,1.075,
FRB1R487,,40.738
FRB1R488,,8.427
FRB1R493,,47.035
FRB1R498,,25.319
FRB1R503,,19.754
FRB1R520,,12.797
FRB1R526,,11.642
FRB1R551,,20.167
FRB1R560,,6.198
FRB1R572,,18.712
FRB1R573,,6.34
FRB1R586,,1.928
FRB1R592,,8.603
FRB1R593,,7.8
FRB1R604,,16.352
FRB1R607,,3.611
FRB2R59,,14.83
FRCR101,,4.255
FRCR114,,7.001
FRCR122,,4.347
FRCR132,,8.859
FRCR171,,14.027
FRCR189,,9.288
FRCR224,,10.402
FRCR229,,20.386
FRCR236,,3.667
FRCR243,,9.769
FRCR244,,9.901
FRCR256,,11.165
FRCR262,,26.759
FRCR267,,62.98
FRCR289,,27.289
FRCR292,,14.49
FRCR319,,5.382
FRCR329,,5.76
FRCR33,,25.736
FRCR342,,8.892
FRCR385,,4.369
FRCR403,,4.879
FRCR440,,13.239
FRCR454,,10.313
FRCR706,,2.579
FRCR72,,5.617
FRCR79,,13.35
FRCR83,,9.21
FRCR88,,52.496
FRCR97,,11.23
FRDC08D,70.284,
FRDL1,1.501,
FRDL109,0.403,
FRDL121,0.976,
FRDL125,0.906,
FRDL15,0.913,
FRDL24,0.9,
FRDL48,0.363,
FRDL49,1.446,
FRDL93,0.529,
FRDR10020,,12.342
FRDR10027,,4.415
FRDR10051,,9.158
FRDR10089,,5.229
FRDR100A,,46.537
FRDR10100,,9.067
FRDR10135,,9.712
FRDR10145,,9.699
FRDR10147,,9.359
FRDR10149,,20.563
FRDR10189,,4.681
FRDR10246,,7.722
FRDR10256,,7.424
FRDR10261,,6.613
FRDR10285,,8.71
FRDR10290,,7.294
FRDR10331,,6.151
FRDR10339,,10.887
FRDR10378,,4.377
FRDR11154,,16.405
FRDR11187,,18.507
FRDR11198,,30.253
FRDR11218,,18.838
FRDR11224,,10.649
FRDR11243,,4.639
FRDR11259,,8.626
FRDR11261,,10.252
FRDR113,,47.434
FRDR11304B,,10.423
FRDR11309,,6.478
FRDR11313,,6.741
FRDR11335,,3.654
FRDR11344,,20.149
FRDR11428,,5.938
FRDR11437,,5.639
FRDR11467,,22.624
FRDR115,,15.176
FRDR11507,,3.985
FRDR11542,,7.303
FRDR11543,,16.116
FRDR11574,,8.692
FRDR11616,,3.477
FRDR11637,,21.66
FRDR11658,,6.239
FRDR11660,,8.541
FRDR11706,,8.439
FRDR11707,,9.381
FRDR11721,,35.62
FRDR11772,,6.004
FRDR11805,,8.183
FRDR11858,,9.386
FRDR11919,,8.227
FRDR11944,,12.575
FRDR11980,,5.246
FRDR12059,,14.234
FRDR12067,,9.752
FRDR12069,,7.798
FRDR12110,,4.672
FRDR12129,,7.157
FRDR13006,,9.021
FRDR1320B,,18.369
FRDR1414,,20.66
FRDR168,,24.018
FRDR173B,,35.841
FRDR179,,31.33
FRDR2014,,32.074
FRDR218,,8.948
FRDR276A,,28.647
FRDR281B,,37.371
FRDR295,,20.642
FRDR311A,,45.054
FRDR322A,,10.492
FRDR353B,,19.727
FRDR364,,13.145
FRDR367B,,10.598
FRDR384C,,23.344
FRDR411B,,39.758
FRDR440,,36.208
FRDR493B,,18.324
FRDR501,,8.538
FRDR502,,18.346
FRDR526B,,4.247
FRDR530,,39.22
FRDR571,,20.454
FRDR580,,8.211
FRDR581,,19.84
FRDR593A,,60.441
FRDR606,,64.508
FRDR607,,19.571
FRDR627,,9.814
FRDR643,,8.172
FRDR647,,18.976
FRDR654,,31.218
FRDR655,,32.839
FRDR656,,115.882
FRDR660,,45.132
FRDR683,,21.933
FRDR88,,15.127
FRDR92B,,6.833
FRDT11C,21.547,
FRDT12,1.915,
FRDT13H,12.21,
FRFRR640_3,,7.419
FRFRR65_2,,7.115
FRFRR657_1,,14.571
FRFRR66_2,,12.044
FRFRR675_1,,9.208
FRFRR70_2,,8.149
FRFRR72_3,,5.401
FRFRR777_2,,13.661
FRFRR97A_2,,6.028
FRFRT2_7,,3.787
FRFRT31_2,,14.709
FRFRT32_14,,7.133
FRFRT34_3,,13.241
FRFRT4_2,,4.802
FRFRT6_6,,8.04
FRGC38,336.288,
FRGC48,336.82,
FRGC49,305.663,
FRGL001,0.583,
FRGL019,1.685,
FRGL034,9.086,
FRGL069,0.518,
FRGL104,0.518,
FRGL117,1.188,
FRGL131,0.138,
FRGL138,1.522,
FRGR0003C,,7.671
FRGR0017,,48.098
FRGR0037,,10.153
FRGR0053,,92.633
FRGR0059,,38.138
FRGR0083,,96.319
FRGR0107A,,58.313
FRGR0116,,42.585
FRGR0122,,55.14
FRGR0143A,,84.453
FRGR0144A,,101.333
FRGR0164B,,17.512
FRGR0179,,16.124
FRGR0186,,15.015
FRGR0192,,102.944
FRGR0219,,67.103
FRGR0223,,156.074
FRGR0225,,117.484
FRGR0256,,76.558
FRGR0272C,,57.457
FRGR0289,,208.777
FRGR0313,,113.293
FRGR0370,,100.796
FRGR0383,,185.07
FRGR0392A,,60.832
FRGR0401,,236.266
FRGR0405,,131.023
FRGR0423,,166.067
FRGR0425,,237.004
FRGR0434,,105.671
FRGR0461,,17.206
FRGR0471,,296.544
FRGR0480,,46.829
FRGR0492C,,193.667
FRGR0509,,267.574
FRGR0516,,36.025
FRGR0519B,,35.821
FRGR0526,,234.994
FRGR0554,,98.039
FRGR0579B,,58.56
FRGR0605,,167.232
FRGR0937A,,3.834
FRGR0949,,64.36
FRGR0956A,,64.06
FRGR1000,,13.352
FRGR1014,,24.847
FRGR1028,,12.812
FRGR1039,,92.093
FRGR1048,,12.601
FRDR11966,,4.541
FRDR11974,,5.339
FRDR11981,,6.152
FRDR11985,,21.674
FRDR11988,,11.909
FRDR12007,,4.237
FRDR12040,,22.005
FRDR12043,,11.328
FRDR12064,,10.52
FRDR12086,,11.684
FRDR12088,,18.933
FRDR12105,,7.864
FRDR12106,,15.603
FRDR13008,,13.017
FRDR1319A,,13.48
FRDR136B,,25.239
FRDR138,,20.953
FRDR148,,11.911
FRDR159,,31.491
FRDR1679,,31.324
FRDR169,,26.588
FRDR175B,,22.453
FRDR178,,14.955
FRDR1803,,18.005
FRDR188,,15.922
FRDR20001,,29.763
FRDR2018B,,29.823
FRDR2028,,22.207
FRDR216,,18.57
FRDR229,,29.439
FRDR230,,6.627
FRDR240,,25.492
FRDR278,,16.307
FRDR303,,21.935
FRDR3054,,10.985
FRDR305B,,8.257
FRDR308,,46.163
FRDR3108A,,37.952
FRDR311C,,27.718
FRDR315B,,20.486
FRDR332,,5.976
FRDR344B,,10.947
FRDR388A,,19.436
FRDR391,,38.999
FRDR395,,26.213
FRDR457,,30.041
FRDR461B,,10.139
FRDR466C,,39.556
FRDR497,,17.675
FRDR509A,,13.816
FRDR516,,13.089
FRDR525,,5.298
FRDR559,,11.91
FRDR604,,46.603
FRDR609,,38.106
FRDR633A,,22.913
FRDR652,,81.409
FRDR663,,5.932
FRDR685,,6.413
FRDR694,,25.445
FRDR93A,,39.334
FRDT02,52.876,
FRDT14A,101.221,
FRER10292,,9.826
FRER10340,,6.954
FRER10351,,7.766
FRER10562,,19.835
FRER10654,,17.652
FRER10851,,6.85
FRER10969,,5.196
FRER11038,,21.814
FRER11143,,28.236
FRER11412,,7.268
FRER11460,,11.066
FRFC02,210.756,
FRFL21,0.469,
FRFL24,1.206,
FRFL3,0.963,
FRFL33,0.986,
FRFL4,1.576,
FRFL61,1.175,
FRFL71,0.449,
FRFL81,0.846,
FRFR101B,,4.89
FRHR256-H4257000,,22.434
FRHR266-H6019000,,6.04
FRHR267-H6125000,,13.156
FRHR268-H6200700,,3.286
FRHR274-H7340600,,4.628
FRHR274-H7360600,,5.82
FRHR285-I1415000,,14.229
FRHR292-I21-0400,,45.798
FRHR299B,,6.109
FRHR301-I2320600,,17.102
FRHR304,,13.758
FRHR305-I2466000,,7.048
FRHR319,,31.816
FRHR320-I4510600,,12.239
FRHR321-I4535000,,3.774
FRHR326-I5111000,,5.74
FRHR327-I5149000,,7.858
FRHR332-I6109000,,8.276
FRHR332-I6111000,,5.032
FRHR334-I6509000,,7.382
FRHR334-I6530600,,14.101
FRHR336,,52.487
FRHR344-I8073000,,4.766
FRHR349,,13.693
FRHR355-H4274500,,14.14
FRHR38-F2432000,,10.619
FRHR42A,,23.358
FRHR44-F3031000,,22.836
FRHR46B-F3203000,,11.834
FRHR48-F3079000,,7.567
FRHR49C-F3102500,,7.115
FRHR504,,93.734
FRHR524-H7306000,,2.723
FRHR58,,26.439
FRHR61C-F3315000,,11.39
FRHR62B-F3358000,,25.643
FRHR64-F3403000,,5.758
FRHR66-F3423500,,5.152
FRHR6-F0428000,,10.428
FRHR72B,,26.679
FRHR73A,,68.164
FRHR77-F4136000,,8.23
FRHR79-F4151000,,10.021
FRHR8-F0521000,,5.669
FRHR91-F4449000,,8.193
FRHR91-F4468000,,11.231
FRHR93A-F4501000,,8.68
FRHR95A-F4565000,,4.1
FRIR21,,3.904
FRIR37,,9.692
FRIR38,,2.77
FRJC015,19.595,
FRJT001,1.2,
FRKR0028,,14.93
FRKR0046,,3.953
FRKR0053,,14.721
FRKR0081,,7.313
FRKR0112,,20.022
FRKR0122,,6.756
FRKR0136,,17.121
FRKR0164,,52.398
FRKR0193,,11.283
FRKR0273,,24.384
FRKR0321,,6.831
FRKR0328,,33.445
FRKR0350,,12.08
FRKR0351,,25.679
FRKR0369,,16.557
FRKR0375,,33.495
FRKR0378,,20.767
FRKR0398,,15.437
FRKR0442,,10.22
FRKR0456,,8.997
FRKR0457,,12.644
FRKR0468,,24.874
FRKR1007,,30.363
FRKR1014,,28.63
FRKR1022,,4.78
FRKR1073,,25.467
FRKR1102,,9.427
FRKR1177,,31.663
FRKR1193,,2.512
FRKR1202,,5.406
FRKR2015,,42.014
FRKR2028,,16.046
FRKR2030,,16.711
FRAR11,,41.289
FRAR23,,15.821
FRB1R491,,5.155
FRB1R494,,30.197
FRB1R504,,23.642
FRB1R516,,4.009
FRB1R537,,29.355
FRB1R540,,22.712
FRB1R553,,8.903
FRB1R579,,8.642
FRB2R42,,16.632
FRCL16,0.71,
FRCL2,0.798,
FRCL3,0.761,
FRCL32,0.571,
FRCR104,,17.253
FRCR109,,1.62
FRCR116,,8.935
FRCR16,,15.315
FRCR162,,9.737
FRCR181,,12.253
FRCR182,,11.276
FRCR193,,27.162
FRCR195,,11.229
FRCR230,,45.142
FRCR257,,5.293
FRCR311,,5.891
FRCR327,,20.524
FRCR350,,3.634
FRCR360,,7.51
FRCR367,,21.463
FRCR396,,7.133
FRCR40,,10.982
FRCR423,,29.9
FRCR429,,4.939
FRCR43,,7.22
FRCR448,,4.871
FRCR450,,4.04
FRCR707,,10.527
FRCR711,,22.6
FRCR721,,14.977
FRDC02A,151.831,
FRDC07J,210.896,
FRDL2,0.861,
FRDL9,0.406,
FRDR11799,,52.229
FRDR11800,,15.087
FRDR11832,,7.553
FRDR11867,,13.899
FRDR11869,,8.724
FRDR11871,,16.668
FRDR11883,,4.425
FRDR11891,,11.5
FRDR11900,,17.74
FRDR11959,,5.795
FRDR11962,,6.732
FRDR11971,,8.273
FRDR12003,,10.491
FRDR12015,,21.302
FRDR12032,,24.503
FRDR12048,,3.178
FRDR12087,,8.094
FRDR12089,,5.744
FRDR12101,,7.972
FRDR12104,,12.051
FRDR12120,,2.608
FRDR126A,,4.424
FRDR13003,,11.484
FRDR1308,,20.862
FRDR1491,,12.751
