euSurfaceWaterBodyCode,cArea,cLength
FRHR88B,,34.372
FRHR93B-F4529000,,3.956
FRHT05,67.559,
FRIR04,,2.365
FRIR19,,7.766
FRIR34,,5.663
FRIR44,,7.571
FRIR47,,4.087
FRJR105,,12.033
FRJR107,,6.089
FRKR0012,,26.606
FRKR0021,,9.43
FRKR0054,,17.616
FRKR0072,,30.159
FRKR0075,,27.796
FRKR0096,,19.058
FRKR0128,,11.419
FRKR0148,,9.84
FRKR0176,,45.269
FRKR0184,,8.884
FRKR0194,,227.388
FRKR0313,,12.108
FRKR0342,,11.705
FRKR0367,,30.766
FRKR0368,,3.477
FRKR0373,,24.289
FRKR0381,,12.488
FRKR0383,,8.523
FRKR0409,,42.586
FRKR0430,,12.548
FRKR0435,,5.505
FRKR0449,,2.661
FRKR1052,,6.847
FRKR1174,,39.674
FRKR1176,,54.476
FRKR2035,,7.047
FRKR3027,,23.633
FRKR3057,,5.3
FRKR3077,,23.472
FRKR4010,,13.31
FRKR4049,,10.967
FRKR4055,,29.023
FRKR4075,,13.651
FRKR4085,,23.54
FRKR4087,,7.512
FRKR4102,,16.42
FRKR4106,,75.088
FRKR4113,,4.871
FRKR4125,,56.934
FRKR4131,,15.757
FRKR4141,,2.848
FRKR4146,,9.29
FRKR5022,,26.037
FRKR5032,,132.526
FRKR5039,,12.607
FRKR5046,,5.145
FRKR5059,,77.43
FRKR5074,,59.414
FRKR5100,,40.987
FRKR5104,,42.065
FRKR5108,,21.036
FRKR5131,,64.399
FRKR5150,,46.586
FRKR5156,,44.283
FRKR5169,,32.94
FRKR5180,,10.03
FRKR5189,,9.33
FRFRR599_2,,8.089
FRFRR604_2,,14.745
FRFRR624_1,,5.106
FRFRR630_2,,3.969
FRFRR65_1,,5.978
FRFRR655_4,,9.835
FRFRR665_2,,5.858
FRFRR666_1,,16
FRFRR667_1,,4.823
FRFRR671_6,,8.41
FRFRR71A_2,,15.511
FRFRR74_1,,14.467
FRFRR80_2,,6.754
FRFRR81_1,,4.455
FRFRR90_1,,6.352
FRFRR93_1,,3.88
FRFRR95_2,,16.162
FRFRT31_3,,7.333
FRFRT6_5,,6.798
FRFRT6_7,,6.646
FRFT33,10.159,
FRGC03,255.19,
FRGC07,373.294,
FRGC12,434.784,
FRGC26,236.887,
FRGC45,539.814,
FRGL002,1.425,
FRGL029,0.81,
FRGL033,0.535,
FRGL039,1.154,
FRGL089,2.007,
FRGL092,0.472,
FRGL096,6.579,
FRGL111,0.536,
FRGL130,0.397,
FRGL140,1.548,
FRGL144,1.192,
FRGR0010,,74.171
FRGR0033,,65.456
FRGR0050,,28.84
FRGR0067,,67.548
FRGR0076,,12.44
FRGR0087,,32.23
FRGR0093A,,7.286
FRGR0109A,,25.25
FRGR0111,,135.568
FRGR0115,,56.033
FRGR0133A,,18.206
FRGR0148,,44.294
FRGR0162,,197.465
FRGR0166,,24.801
FRGR0167A,,160.818
FRGR0217,,86.688
FRGR0224,,71.682
FRGR0238B,,103.588
FRGR0309A,,79.026
FRGR0311B,,59.399
FRGR0325,,118.49
FRGR0327,,93.854
FRGR0331B,,5.292
FRGR0351B,,106.606
FRGR0352,,86.642
FRGR0359B,,47.093
FRGR0398,,70.249
FRGR0411B,,68.737
FRGR0418,,232.23
FRGR0427,,67.514
FRGR0442,,197.725
FRGR0444,,86.133
FRGR0464,,103.798
FRGR0508,,73.444
FRGR0511,,241.8
FRGR0513,,146.929
FRGR0515,,256.007
FRGR0576B,,72.104
FRGR0603,,8.548
FRGR0925,,29.58
FRGR1078,,40.361
FRGR1111,,40.722
FRGR1116,,109.527
FRGR1140,,154.756
FRGR1165,,18.064
FRGR1190,,88.911
FRGR1193,,66.25
FRGR1222,,25.622
FRGR1224,,13.228
FRGR1234,,16.096
FRGR1238,,20.151
FRGR1250,,24.595
FRGR1252,,51.076
FRGR1261,,26.139
FRGR1282,,31.728
FRGR1298,,15.607
FRGR1314,,29.203
FRGR1333,,12.674
FRGR1361,,58.724
FRGR1369,,34.31
FRGR1383,,8.812
FRGR1388,,11.768
FRGR1389,,11.813
FRGR1424,,15.403
FRGR1425,,67.859
FRGR1453,,13.646
FRGR1455,,7.687
FRGR1474,,22.879
FRGR1488,,15.758
FRGR1494,,25.61
FRGR1504,,38.973
FRGR1525,,46.104
FRGR1541,,22.508
FRGR1544,,11.58
FRGR1551,,13.72
FRGR1568,,10.169
FRGR1582,,42.389
FRGR1592,,94.571
FRGR1610,,88.078
FRGR1651,,33.786
FRGR1688,,17.738
FRGR1694,,15.383
FRGR1699,,17.8
FRGR1710,,11.432
FRGR1723,,26.375
FRGR1728,,23.887
FRGR1735,,34.296
FRGR1738,,12.961
FRGR1764,,20.015
FRGR1766,,86.548
FRGR1827,,20.511
FRGR1848,,38.155
FRGR1861,,7.812
FRGR1867,,6.442
FRGR1880,,15.413
FRGR1906,,8.305
FRGR1921,,26.936
FRGR1938,,24.071
FRGR1951,,26.153
FRGR1975,,43.22
FRGR1987,,16.909
FRGR1993,,22.993
FRGR1994,,8.548
FRGR2002,,20.41
FRGR2021,,24.983
FRGR2035,,55.957
FRGR2037,,46.699
FRGR2043,,24.086
FRGR0539A,,318.864
FRGR0540,,21.104
FRGR0563,,121.397
FRGR0565,,91.743
FRGR0577B,,34.533
FRGR0950,,64.296
FRGR0956B,,57.356
FRGR1006,,25.508
FRGR1023,,22.528
FRGR1034,,27.995
FRGR1041,,41.249
FRGR1054,,19.696
FRGR1062,,8.297
FRGR1065,,59.036
FRGR1090,,33.031
FRGR1091,,12.753
FRGR1128,,64.814
FRGR1134,,14.081
FRGR1197,,31.366
FRGR1218,,73.631
FRGR1232,,29.695
FRGR1248,,16.668
FRGR1265,,15.905
FRGR1271,,25.162
FRGR1276,,30.728
FRGR1283,,8.623
FRGR1290,,16.781
FRGR1293,,73.604
FRGR1313,,36.757
FRGR1322,,17.489
FRGR1350,,11.42
FRGR1378,,20.039
FRGR1385,,39.62
FRGR1392,,21.018
FRGR1396,,13.345
FRGR1410,,36.233
FRGR1412,,10.938
FRGR1413,,30.64
FRGR1416,,54.734
FRGR1433,,48.187
FRGR1463,,16.617
FRGR1471,,49.099
FRGR1473,,35.958
FRGR1497,,60.039
FRGR1511,,30.242
FRGR1540,,49.408
FRGR1561,,60.221
FRGR1577,,107.483
FRGR1590,,14.226
FRGR1613,,67.654
FRGR1704,,17.288
FRGR1707,,36.904
FRGR1717,,21.319
FRGR1726,,29.868
FRGR1736,,71.757
FRGR1757,,22.912
FRGR1770,,48.51
FRGR1788,,60.821
FRGR1805,,38.079
FRGR1811,,19.851
FRGR1835,,27.726
FRGR1935,,9.026
FRGR1952,,20.468
FRGR1965,,31.107
FRGR1977,,20.704
FRGR1999,,14.273
FRGR2023,,32.181
FRGR2033,,52.442
FRGR2039,,34.202
FRHR73B-F4601000,,6.166
FRHR74A,,75.728
FRHR79,,39.543
FRHR81B-F4228870,,8.652
FRHR86,,21.363
FRHR89,,51.466
FRHR8-F0522000,,2.469
FRHR94-F4518000,,2.41
FRHR97-F4624000,,12.072
FRHR97-F4634000,,7.496
FRHT03,145.184,
FRIR07,,14.028
FRIR10,,7.06
FRJC019,86.913,
FRJR109,,7.533
FRKR0007,,9.082
FRKR0038,,18.784
FRKR0071,,7.04
FRKR0119,,14.837
FRKR0177,,37.651
FRKR0192,,25.49
FRKR0213,,5.533
FRKR0234,,54.868
FRKR0268,,17.807
FRKR0292,,25.537
FRKR0296,,10.726
FRKR0305,,6.217
FRKR0325,,11.049
FRKR0353,,12.833
FRKR0372,,41.354
FRKR0396,,22.854
FRKR0425,,17.039
FRKR0428,,4.887
FRKR0455,,6.67
FRKR0475,,31.007
FRKR1006,,62.369
FRKR1060,,56.668
FRKR1088,,16.246
FRKR1101,,4.517
FRKR1115,,9.584
FRKR1132,,12.707
FRKR1168,,56.676
FRKR1179,,17.027
FRKR1195,,11.288
FRKR1197,,8.061
FRKR2020,,10.983
FRKR2046,,17.119
FRKR3065,,22.668
FRKR3080,,45.435
FRKR3096,,25.989
FRKR4098,,77.156
FRKR4115,,4.636
FRKR4124,,30.734
FRKR5053,,19.005
FRKR5080,,33.976
FRKR5140,,18.401
FRKR5152,,28.729
FRKR5158,,20.896
FRKR5166,,44.652
FRKR5183,,27.345
FRKR5187,,31.775
FRKR5206,,10.734
FRKR6016,,16.068
FRKR6020,,7.932
FRKR6032,,18.031
FRKR8052,,30.42
FRKR8066,,12.852
FRKT009,9.319,
FRLR07,,20.61
FRMC17,176.641,
FRMR09,,6.849
FRKR0295,,18.885
FRKR0307,,5.936
FRKR0382,,9.806
FRKR0407,,35.205
FRKR0426,,18.067
FRKR0439,,5.414
FRKR0447,,15.429
FRKR0458,,10.444
FRKR1032,,29.315
FRKR1037,,51.049
FRKR1076,,7.324
FRKR1148,,7.231
FRKR1160,,11.091
FRKR1207,,14.447
FRKR2042,,18.236
FRKR3028,,23.296
FRKR3043,,0.848
FRKR3053,,37.238
FRKR3061,,19.648
FRKR3082,,36.611
FRKR4048,,15.465
FRKR4097,,20.509
FRKR4108,,38.056
FRKR4130,,29.642
FRKR4158,,30.06
FRKR5006,,6.033
FRKR5019,,19.016
FRKR5042,,8.696
FRKR5102,,28.886
FRKR5141,,18.785
FRKR5142,,6.799
FRKR5146,,9.137
FRKR5149,,51.414
FRKR5163,,10.429
FRKR5167,,14.937
FRKR5201,,2.267
FRKR5205,,13.25
FRKR6025,,46.231
FRKR8046,,27.063
FRKR8057,,11.19
FRLC103,57.481,
FRLC105,53.836,
FRLC106,34.024,
FRLR04,,29.633
FRLR12,,10.942
FRLR14,,24.606
FRMC02,303.176,
FRMC12,69.736,
FRMR01,,27.689
FRGR1100,,15.245
FRGR1170,,16.252
FRGR1201,,18.749
FRGR1212,,19.236
FRGR1214,,13.244
FRGR1242,,12.863
FRGR1255,,16.772
FRGR1256,,13.415
FRGR1327,,10.466
FRGR1343,,42.573
FRGR1344,,10.542
FRGR1348,,10.303
FRGR1360,,32.621
FRGR1365,,73.116
FRGR1379,,20.162
FRGR1381,,20.572
FRGR1418,,35.357
FRGR1421,,35.089
FRGR1427,,35.691
FRGR1430,,8.949
FRGR1477,,15.793
FRGR1499,,61.628
FRGR1508,,36.33
FRGR1509,,34.349
FRGR1515,,26.121
FRGR1531,,18.074
FRGR1553,,85.522
FRGR1557,,87.809
FRGR1562,,115.77
FRGR1594,,14.976
FRGR1606,,28.879
FRGR1627,,18.934
FRGR1631,,12.523
FRGR1632,,32.496
FRGR1660,,18.051
FRGR1662,,12.905
FRGR1678,,5.896
FRGR1684,,13.595
FRGR1705,,58.421
FRGR1740,,13.94
FRGR1742,,9.856
FRGR1745,,22.024
FRGR1765,,14.835
FRGR1779,,9.456
FRGR1787,,14.829
FRGR1813,,29.118
FRGR1817,,24.162
FRGR1823,,12.696
FRGR1851,,13.896
FRGR1856,,31.816
FRGR1865,,27.261
FRGR1866,,64.025
FRGR1919,,28.827
FRGR1943,,47.245
FRGR1961,,23.379
FRGR1962,,23.084
FRGR2000,,44.652
FRGR2009,,24.676
FRGR2010,,16.825
FRGR2014,,17.245
FRGR2015,,16.663
FRGR2030,,14.689
FRGR2056,,39.817
FRGR2063,,9.068
FRGR2069,,26.901
FRGR2102,,13.248
FRGR2103,,23.052
FRIC07A,62.321,
FRIR33,,3.776
FRJC003,49.433,
FRJR110,,16.072
FRJR118,,5.72
FRKR0030,,35.426
FRKR0040,,76.74
FRKR0070,,5.464
FRKR0163,,20.251
FRKR0173,,8.266
FRKR0179,,4.828
FRKR0182,,42.011
FRKR0330,,11.171
FRKR0331,,7.988
FRKR0362,,9.06
FRKR0436,,44.913
FRKR0440,,14.601
FRKR0477,,8.538
FRKR1129,,8.583
FRKR1133,,14.327
FRKR1135,,10.746
FRKR1157,,16.07
FRKR1164,,12.119
FRKR1165,,47.929
FRKR1175,,43.13
FRKR1186,,17.9
FRKR1198,,21.363
FRKR1209,,15.69
FRKR2022,,58.139
FRKR2037,,18.017
FRKR2047,,16.665
FRKR2048,,5.451
FRKR3045,,9.318
FRKR4052,,19.149
FRKR4066,,11.185
FRKR4083,,6.044
FRKR4126,,11.6
FRKR4128,,38.179
FRKR4161,,39.882
FRKR5076,,10.169
FRKR5144,,39.879
FRKR5184,,11.547
FRKR5191,,4.459
FRKR6003,,6.86
FRKR8047,,6.666
FRKR8054,,52.48
FRKR9002,,30.461
FRKR9007,,7.564
FRKR9008,,20.592
FRKR9012,,6.977
FRKT004,8.924,
FRLC109,3.124,
FRLR08,,14.364
FRLR23,,16.283
FRMC07,198.761,
FRHR37-F2131000,,4.461
FRHR3B-F0240600,,8.566
FRHR44-F3032000,,6.531
FRHR50A-F3111000,,4.744
FRHR511,,58.182
FRHR60-F3271400,,6.58
FRHR67-F3430700,,2.119
FRHR6-F0483000,,6.516
FRHR7,,47.246
FRHR72A-F3569000,,11.579
FRHR84-F4282000,,17.015
FRHR86-F4302000,,6.412
FRHR95A,,28.317
FRHR95A-F4570600,,17.445
FRHT06,31.786,
FRIR12,,3.52
FRIR25,,12.345
FRIR31,,4.569
FRIR35,,4.84
FRIR36,,6.598
FRJC002,126.274,
FRJC007,11.637,
FRJL001,0.812,
FRJR104,,5.921
FRJR113,,20.769
FRKR0009,,5.06
FRKR0019,,10.453
FRKR0073,,13.624
FRKR0134,,7.733
FRKR0135,,44.268
FRKR0145,,6.3
FRKR0147,,10.393
FRKR0165,,150.131
FRKR0191,,17.494
FRKR0217,,18.342
FRKR0228,,12.287
FRKR0248,,14.529
FRKR0267,,2.755
FRKR0269,,8.938
FRKR0294,,7.09
FRKR0324,,39.577
FRKR0391,,18.969
FRKR0403,,14.922
FRKR0412,,62.141
FRKR0431,,14.732
FRKR0432,,6.265
FRKR0433,,8.31
FRKR0445,,7.051
FRKR0472,,19.027
FRKR1067,,21.369
FRKR1078,,10.652
FRKR1081,,6.42
FRKR1094,,36.839
FRKR1100,,7.336
FRKR1140,,1.677
FRKR1149,,10.218
FRKR1158,,10.687
FRKR1187,,48.68
FRKR1191,,5.567
FRKR1205,,27.055
FRKR1212,,27.358
FRKR2041,,35.001
FRKR2049,,7.57
FRKR2050,,8.519
FRKR3047,,12.983
FRKR3078,,17.498
FRKR3085,,23.502
FRKR4047,,17.556
FRKR4118,,13.248
FRKR4134,,8.448
FRKR4143,,11.227
FRKR4162,,25.498
FRKR5036,,10.188
FRKR5073,,6.843
FRKR5126,,24.973
FRKR5153,,22.122
FRKR8067,,15.603
FRKR9001,,16.539
FRKT005,20.949,
FRKT010,77.788,
FRLC112,9.982,
FRLR15,,12.947
FRMR10,,11.872
FRMR18,,18.799
FRMR21,,47.784
FRMR24,,18.424
FRGR2012,,27.101
FRGR2020,,37.667
FRGR2027,,15.32
FRGR2034,,15.068
FRGR2038,,10.987
FRGR2042,,43.383
FRGR2049,,15.125
FRGR2072,,26.6
FRGR2081,,26.121
FRGR2100,,8.096
FRGR2108,,51.136
FRGR2125,,25.621
FRGR2156,,8.297
FRGR2164,,13.421
FRGR2198,,37.002
FRGR2216,,79.202
FRGR2236,,40.684
FRGR2261,,46.754
FRGT07,5.495,
FRGT30,0.611,
FRGT31,4.613,
FRHC01,106.147,
FRHC10,117.465,
FRHC14,39.599,
FRHL08,1.949,
FRHL12,0.5,
FRHL69,1.554,
FRHL74,1.239,
FRHR_C04-I6607800,,10.065
FRHR_L67-F3102000,,7.142
FRHR117-F5330600,,12.707
FRHR11A-F0814000,,6.33
FRHR121-F5542000,,6.648
FRHR122B-F5661000,,2.53
FRHR122B-F5681000,,9.525
FRHR123-F5697000,,8.454
FRHR124-F58-0400,,11.273
FRHR125-F5853000,,18.546
FRHR132,,22.83
FRHR138-F6157000,,6.588
FRHR142,,24.949
FRHR144-F6305000,,5.314
FRHR146-F6386000,,7.66
FRHR150,,28.807
FRHR153-F6636000,,6.851
FRHR156B-F7029000,,4.29
FRHR157A,,16.342
FRHR162,,27.686
FRHR165,,45.504
FRHR165-G2220600,,6.667
FRHR170-G6000700,,1.336
FRHR176-H0042000,,10.765
FRHR182,,31.856
FRHR184D,,11.206
FRHR198,,24.395
FRHR199-H1203000,,16.866
FRHR199-H1216000,,12.958
FRHR202B-H1410600,,10.482
FRHR202B-H1444000,,8.318
FRHR202B-H1454150,,5.261
FRHR208A-H1501000,,4.174
FRHR210-H1575000,,7.862
FRHR216B-H2258500,,4.995
FRHR216C-H2044000,,3.532
FRHR216C-H2049000,,4.053
FRHR217A-H2012050,,3.329
FRHR217B-H2022000,,3.742
FRHR217B-H2025000,,2.76
FRHR22,,28.424
FRHR221,,35.782
FRHR228A,,34.061
FRHR22-F1255100,,6.76
FRHR238-H3150650,,2.988
FRHR23-F1274000,,7.159
FRHR241-H3259000,,15.152
FRHR241-H3259500,,9.011
FRHR242-H4024500,,9.469
FRHR25,,15.613
FRGR1258,,21.556
FRGR1260,,9.607
FRGR1274,,17.975
FRGR1275,,34.592
FRGR1286,,66.775
FRGR1300,,24.151
FRGR1308,,39.19
FRGR1328,,29.708
FRGR1346,,15.45
FRGR1368,,36.257
FRGR1370,,38.459
FRGR1371,,14.429
FRGR1380,,15.545
FRGR1393,,24.075
FRGR1402,,28.613
FRGR1420,,21.533
FRGR1434,,37.941
FRGR1447,,7.284
FRGR1486,,8.624
FRGR1490,,14.145
FRGR1500,,29.07
FRGR1521,,20.17
FRGR1527,,61.493
FRGR1528,,24.095
FRGR1537,,41.117
FRGR1539,,37.209
FRGR1604,,18.271
FRGR1608,,24.891
FRGR1622,,15.722
FRGR1628,,64.788
FRGR1645,,51.707
FRGR1646,,18.781
FRGR1656,,90.094
FRGR1706,,34.014
FRGR1716,,14.191
FRGR1722,,76.035
FRGR1731,,75.657
FRGR1737,,20.114
FRGR1747,,19.861
FRGR1774,,30.392
FRGR1790,,10.808
FRGR1791,,13.892
FRGR1799,,36.521
FRGR1802,,33.442
FRGR1808,,20.517
FRGR1820,,22.197
FRGR1826,,34.283
FRGR1862,,8.957
FRGR1872,,33.796
FRGR1888,,58.557
FRGR1890,,22.891
FRGR1936,,30.426
FRGR1944,,98.001
FRGR1969,,12.98
FRGR2011,,11.928
FRGR2016,,31.028
FRGR2022,,43.413
FRGR2029,,10.565
FRGR2032,,64.584
FRGR2096,,24.573
FRGR2109,,24.879
FRGR2112,,10.128
FRGR2131,,41.621
FRGR2137,,6.345
FRGR2142,,51.402
FRGR2153,,30.032
FRGR2187,,19.974
FRGR2199,,67.688
FRGR2239,,12.571
FRGR2242,,9.455
FRKR6015,,11.123
FRKR8025,,16.336
FRKR8041,,20.789
FRKR8042,,51.899
FRKR8045,,49.124
FRKR8059,,9.624
FRKR8062,,8.747
FRKR8065,,16.492
FRKT007,169.112,
FRLL01,0.398,
FRLL02,0.186,
FRMC09,122.287,
FRGR1001,,40.064
FRGR1022,,47.917
FRGR1045,,32.297
FRGR1067,,59.443
FRGR1073,,11.22
FRGR1081,,21.584
FRGR1083,,28.211
FRGR1112,,63.654
FRGR1119,,17.073
FRGR1125,,19.189
FRGR1131,,77.751
FRGR1138,,66.902
FRGR1139,,69.341
FRGR1151,,77.003
FRGR1159,,15.916
FRGR1163,,38.12
FRGR1182,,45.074
FRGR1188,,26.188
FRGR1194,,11.047
FRGR1202,,8.51
FRGR1253,,127.09
FRGR1280,,25.446
FRGR1296,,15.401
FRGR1331,,59.795
FRGR1339,,6.856
FRGR1354,,55.32
FRGR1376,,23.099
FRGR1384,,11.412
FRGR1408,,22.942
FRGR1441,,8.951
FRGR1475,,26.347
FRGR1503,,11.833
FRGR1533,,44.057
FRGR1554,,13.065
FRGR1574,,17.221
FRGR1583,,21.038
FRGR1597,,26.896
FRGR1598,,35.998
FRGR1617,,41.977
FRGR1626,,59.964
FRGR1635,,42.378
FRGR1649,,16.47
FRGR1652,,23.277
FRGR1670,,10.383
FRGR1671,,70.195
FRGR1685,,48.786
FRGR1714,,14.581
FRGR1752,,67.736
FRGR1762,,20.565
FRGR1794,,51.155
FRGR1816,,68.484
FRGR1819,,28.987
FRGR1821,,25.547
FRGR1834,,40.195
FRGR1847,,28.268
FRGR1915,,23.152
FRGR1923,,28.298
FRGR1925,,87.846
FRGR1997,,20.803
FRGR2050,,12.646
FRGR2062,,16.755
FRGR2073,,30.865
FRGR2080,,15.964
FRGR2095,,9.289
FRGR2123,,49.576
FRGR2152,,9.523
FRGR2157,,41.935
FRGR2053,,37.189
FRGR2074,,26.411
FRGR2082,,116.388
FRGR2086,,18.158
FRGR2089,,81.532
FRGR2127,,11.348
FRGR2165,,9.88
FRGR2166,,10.047
FRGR2183,,15.331
FRGR2207,,15.213
FRGR2241,,43.995
FRGT14,1.613,
FRHC12,44.971,
FRHL01,0.429,
FRHL07,1.157,
FRHL23,0.929,
FRHL61,1.21,
FRHL71,0.848,
FRHR_C10-I4005000,,13.116
FRHR_T03-H5147600,,2.939
FRHR_T06-I5298000,,8.191
FRHR106B-F5201000,,6.225
FRHR106B-F5230600,,7.823
FRHR109,,48.205
FRHR109-F5147000,,8.652
FRHR126,,42.17
FRHR133-F6051000,,18.416
FRHR136-F6116000,,9.999
FRHR137-F6203000,,5.309
FRHR140-F6186000,,4.329
FRHR144-F6326000,,4.43
FRHR144-F6350600,,15.13
FRHR145-F6370800,,4.937
FRHR147,,63.809
FRHR147-F6431000,,12.564
FRHR148-F6411000,,8.154
FRHR14-F1003000,,6.255
FRHR151-F6563000,,10.506
FRHR159-G0160600,,19.144
FRHR163,,31.745
FRHR173-H0013000,,8.88
FRHR184E-H0231500,,7.697
FRHR185-H0303000,,6.9
FRHR185-H0334000,,6.98
FRHR186,,22.971
FRHR186-H0319000,,7.681
FRHR190-H1019350,,3.078
FRHR192-H1045000,,17.223
FRHR197-H1181000,,6.005
FRHR198-H1176000,,21.819
FRHR199-H1204000,,10.109
FRHR199-H1211000,,12.608
FRHR1-F0002000,,4.989
FRHR204-H1326000,,14.6
FRHR205,,45.405
FRHR208B,,34.354
FRHR209-H1555000,,10.097
FRHR210-H1561000,,8.275
FRHR211-H1683000,,8.14
FRHR216C-H2005000,,14.716
FRHR222-H2112000,,2.322
FRHR225-H2143000,,11.88
FRHR230C-H3211100,,6.189
FRHR232A-H3038000,,23.086
FRHR234-H3107000,,6.211
FRHR234-H3109000,,15.429
FRHR236A-H3132000,,8.123
FRHR238-H3158000,,17.865
FRHR239-H3161000,,6.312
FRHR240-H3171250,,8.918
FRHR246B-H4316000,,7.524
FRHR252-H4212000,,31.65
FRHR258-H4341000,,26.669
FRHR25-F1312000,,2.868
FRHR262,,7.851
FRHR262-H5028000,,9.373
FRHR263,,29.212
FRHR266-H6061000,,11.808
FRGR2068,,49.974
FRGR2088,,17.693
FRGR2091,,17.617
FRGR2099,,40.835
FRGR2114,,22.577
FRGR2120,,53.852
FRGR2121,,14.618
FRGR2150,,38.272
FRGR2170,,20.225
FRGR2203,,28.724
FRGR2208,,54.19
FRGR2227,,23.769
FRGR2234,,14.379
FRGR2260,,33.405
FRGT19,3.312,
FRGT20,3.222,
FRHL09,1.462,
FRHL20,1.942,
FRHL55,1.702,
FRHL68,4.773,
FRHR_C03-I6835600,,5.142
FRHR_C09-I6205000,,4.913
FRHR_T05-I8161000,,7.836
FRHR_T05-I9294000,,10.419
FRHR1,,40.692
FRHR100-F4710600,,30.935
FRHR100-F4712000,,7.273
FRHR100-F4737000,,12.519
FRHR101-F4819000,,12.102
FRHR104C,,5.555
FRHR106B-F5226000,,4.757
FRHR114,,38.572
FRHR120,,64.935
FRHR122A,,30.221
FRHR122B-F5687000,,7.963
FRHR124-F5810600,,9.212
FRHR126-F5870600,,10.632
FRHR130B,,57.553
FRHR130B-F6104200,,3.742
FRHR137-F6212000,,25.151
FRHR13A-F0922000,,2.7
FRHR143-F6242500,,3.623
FRHR144-F6325800,,5.024
FRHR145-F6376000,,5.452
FRHR14-F1004000,,4.218
FRHR14-F1006000,,5.673
FRHR14-F1058200,,9.811
FRHR156A-F7019000,,5.344
FRHR164-G2101000,,7.918
FRHR178B,,36.439
FRHR178B-H0209000,,17.105
FRHR184D-H0229500,,13.803
FRHR185,,52.436
FRHR185-H0301000,,8.165
FRHR195B-H1121000,,4.639
FRHR196-H1133000,,3.629
FRHR196-H1135000,,20.075
FRHR206-H1392000,,6.222
FRHR209-H1554000,,3.787
FRHR220,,19.259
FRHR226-H2214000,,3.181
FRHR227,,33.55
FRHR234-H3112000,,6.921
FRHR239,,38.364
FRHR243-H4049000,,21.822
FRHR247A,,17.193
FRHR24-F1530600,,15.181
FRHR256,,21.193
FRHR263-H5041000,,9.93
FRHR266,,98.467
FRHR268,,44.479
FRHR26-F1335050,,9.882
FRHR274-H7320600,,3.133
FRHR289,,33.746
FRHR292,,62.75
FRHR297-I2188000,,12.675
FRHR299A,,14.427
FRHR301-I2340600,,11.254
FRHR310-I3141000,,5.677
FRGR2105,,21.417
FRGR2110,,16.931
FRGR2116,,53.877
FRGR2148,,9.492
FRGR2173,,37.118
FRGR2202,,26.518
FRGR2221,,14.663
FRGR2222,,87.016
FRGR2240,,16.152
FRGT29,185.112,
FRHC09,131.79,
FRHL06,0.545,
FRHL11,0.991,
FRHL17,5.48,
FRHL59,1.785,
FRHR_C61-I6601300,,6.728
FRHR_L57-F5006650,,1.34
FRHR_T02-H5102000,,2.986
FRHR_T03-H7126000,,9.203
FRHR106A-F5101000,,10.88
FRHR107-F5035000,,5.108
FRHR111-F5175000,,2.563
FRHR112-F5216000,,6.398
FRHR115,,19.825
FRHR122B-F5663000,,7.509
FRHR124-F5823000,,8.971
FRHR137-F6268000,,8.9
FRHR139,,32.949
FRHR142-F6235000,,6.469
FRHR14-F1002000,,4.643
FRHR14-F1008000,,4.454
FRHR152-F6614000,,5.315
FRHR153,,12.615
FRHR15-F1120600,,3.83
FRHR170,,25.376
FRHR173-H0015500,,14.993
FRHR175-H0031500,,18.193
FRHR176,,44.55
FRHR181,,37.47
FRHR184E-H0235500,,8.368
FRHR185-H0323000,,6.985
FRHR187,,24.899
FRHR18-F1195000,,5.99
FRHR191-H1027500,,5.481
FRHR192,,20.192
FRHR194-H1079000,,23.564
FRHR195A,,37.384
FRHR195B-H1123000,,7.093
FRHR199-H1234000,,10.417
FRHR1-F0050600,,31.525
FRHR202A-H1342000,,17.36
FRHR205-H1361000,,3.152
FRHR210-H1568000,,9.974
FRHR211,,57.529
FRHR212-H1610900,,4.055
FRHR216C-H2042000,,3.391
FRHR21-F1244000,,11.761
FRHR225-H2144000,,5.069
FRHR225-H2153000,,6.08
FRHR228B,,24.195
FRHR229-H2286000,,4.122
FRHR230C-H3212000,,5.527
FRHR230C-H3213000,,7.355
FRHR234,,41.06
FRHR243-H4053000,,14.113
FRHR244-H4083000,,8.072
FRHR246B-H4318000,,5.005
FRHR247,,29.105
FRHR249-H4131000,,3.338
FRHR255,,32.752
FRHR257,,23.622
FRHR258,,84.44
FRHR264-H5061000,,5.195
FRHR266-H6029000,,10.957
FRHR266-H6040600,,18.864
FRHR271-H7020600,,11.16
FRHR277-I0409000,,8.568
FRHR277-I0429000,,6.455
FRHR250,,19.457
FRHR261-H4380700,,4.297
FRHR26-F1335400,,9.588
FRHR275-I0103000,,6.661
FRHR275-I0112000,,5.372
FRHR275-I0130600,,7.369
FRHR279-I0369000,,6.072
FRHR284-I1349000,,7.745
FRHR291,,15.285
FRHR292-I2059000,,11.826
FRHR295-I2139000,,15.331
FRHR301,,45.626
FRHR305,,24.777
FRHR309-I2619000,,7.26
FRHR332,,17.553
FRHR334,,24.938
FRHR341-I7229000,,11.05
FRHR344,,41.433
FRHR346-I9028000,,8.693
FRHR354-I5009000,,7.943
FRHR36,,27.781
FRHR360,,14.641
FRHR37-F2137000,,4.388
FRHR3A-F0224500,,5.53
FRHR3B,,33.246
FRHR3B-F0231000,,10.53
